artist_id,checked_at,confidence_score,entity_id,entity_type,extracted_summary,field_name,record_company_id,source_id,source_title,source_url
rca_a6c3e440,2026-07-25T03:49:27.037Z,1,rca_a6c3e440,artist,"Mother Goose formed in Dunedin, New Zealand",location,rc_b9181116,rcs_bc35a935,,https://www.lanewaymusic.com.au/mothergoose
rca_a6d02f89,2026-07-25T04:06:29.924Z,1,rca_a6d02f89,artist,Official biography of Toys Went Berserk on Laneway Music website,biography,rc_b9181116,rcs_35ab89ba,,https://www.lanewaymusic.com.au/toyswentberserk
rca_a6d02f89,2026-07-25T04:06:29.924Z,1,rca_a6d02f89,artist,Genre information inferred from biography on Laneway Music website,genres,rc_b9181116,rcs_af9fa2cb,,https://www.lanewaymusic.com.au/toyswentberserk
rca_a6d02f89,2026-07-25T04:06:29.924Z,1,rca_a6d02f89,artist,No hero asset URL found on Laneway Music website,heroAsset,rc_b9181116,rcs_edf9c03f,,https://www.lanewaymusic.com.au/toyswentberserk
rca_a6d02f89,2026-07-25T04:06:29.924Z,1,rca_a6d02f89,artist,Location mentioned in biography on Laneway Music website,location,rc_b9181116,rcs_ad946f80,,https://www.lanewaymusic.com.au/toyswentberserk
rca_a6d02f89,2026-07-25T04:06:29.924Z,1,rca_a6d02f89,artist,No official website URL found on Laneway Music website,officialWebsiteUrl,rc_b9181116,rcs_44499c70,,https://www.lanewaymusic.com.au/toyswentberserk
rca_a8764227,2026-07-25T03:47:17.789Z,1,rca_a8764227,artist,Official biography of Little Murders from Laneway Music website,biography,rc_b9181116,rcs_f2846445,,https://www.lanewaymusic.com.au/little-murders
rca_a8764227,2026-07-25T03:47:17.789Z,1,rca_a8764227,artist,Genre description from official biography,genres,rc_b9181116,rcs_25c87b90,,https://www.lanewaymusic.com.au/little-murders
rca_a8764227,2026-07-25T03:47:17.789Z,1,rca_a8764227,artist,No hero asset image URL found,heroAsset,rc_b9181116,rcs_a5ba9e4a,,https://www.lanewaymusic.com.au/little-murders
rca_a8764227,2026-07-25T03:47:17.789Z,1,rca_a8764227,artist,Location mentioned in biography,location,rc_b9181116,rcs_2a04df99,,https://www.lanewaymusic.com.au/little-murders
rca_a8764227,2026-07-25T03:47:17.789Z,1,rca_a8764227,artist,No official website URL found,officialWebsiteUrl,rc_b9181116,rcs_d9d70a41,,https://www.lanewaymusic.com.au/little-murders
rca_ad51176e,2026-07-25T03:40:20.138Z,1,rca_ad51176e,artist,Official artist page with biography and music information,biography,rc_b9181116,rcs_6035fd6f,,https://www.lanewaymusic.com.au/harrycarman
rca_ad51176e,2026-07-25T03:40:20.138Z,0.8,rca_ad51176e,artist,Genre can be inferred from biography and music descriptions,genres,rc_b9181116,rcs_2394ba0a,,https://www.lanewaymusic.com.au/harrycarman
rca_ad51176e,2026-07-25T03:40:20.138Z,1,rca_ad51176e,artist,No hero asset image URL present on the page,heroAsset,rc_b9181116,rcs_8146a2ca,,https://www.lanewaymusic.com.au/harrycarman
rca_ad51176e,2026-07-25T03:40:20.138Z,1,rca_ad51176e,artist,Artist is described as Australian,location,rc_b9181116,rcs_eac956a9,,https://www.lanewaymusic.com.au/harrycarman
rca_ad51176e,2026-07-25T03:40:20.138Z,1,rca_ad51176e,artist,No official website URL present on the page,officialWebsiteUrl,rc_b9181116,rcs_19187301,,https://www.lanewaymusic.com.au/harrycarman
rca_aecd3cc1,2026-07-25T03:41:22.697Z,1,rca_aecd3cc1,artist,"The official Laneway Music page for Jeff Duff, providing a detailed biography.",biography,rc_b9181116,rcs_d8236cc1,,https://www.lanewaymusic.com.au/jeff-duff
rca_aecd3cc1,2026-07-25T03:41:22.697Z,1,rca_aecd3cc1,artist,The biography provides a comprehensive overview of Jeff Duff's career.,confidenceScore,rc_b9181116,rcs_b0a541ce,,https://www.lanewaymusic.com.au/jeff-duff
rca_aecd3cc1,2026-07-25T03:41:22.697Z,1,rca_aecd3cc1,artist,"Genres mentioned in the biography, including rock, new wave, jazz funk, and orchestral.",genres,rc_b9181116,rcs_bdac317e,,https://www.lanewaymusic.com.au/jeff-duff
rca_aecd3cc1,2026-07-25T03:41:22.697Z,1,rca_aecd3cc1,artist,Location mentioned as Australia.,location,rc_b9181116,rcs_0d0c7d49,,https://www.lanewaymusic.com.au/jeff-duff
rca_aefa3291,2026-07-25T03:56:35.851Z,1,rca_aefa3291,artist,Biography of SideShow Annie,biography,rc_b9181116,rcs_0731326a,,https://www.lanewaymusic.com.au/sideshowannie
rca_aefa3291,2026-07-25T03:56:35.851Z,1,rca_aefa3291,artist,Rock and blues influences mentioned,genres,rc_b9181116,rcs_30de4a1b,,https://www.lanewaymusic.com.au/sideshowannie
rca_afdd6efa,2026-07-25T03:56:59.928Z,1,rca_afdd6efa,artist,Biographical information about Southbound Snake Charmers,biography,rc_b9181116,rcs_46bf00ba,,https://www.lanewaymusic.com.au/southboundsnakecharmers
rca_afdd6efa,2026-07-25T03:56:59.928Z,0.5,rca_afdd6efa,artist,Genre implied by description of music style,genres,rc_b9181116,rcs_3b630a71,,https://www.lanewaymusic.com.au/southboundsnakecharmers
rca_afdd6efa,2026-07-25T03:56:59.928Z,1,rca_afdd6efa,artist,No hero asset image URL found,heroAsset,rc_b9181116,rcs_72a48fcf,,https://www.lanewaymusic.com.au/southboundsnakecharmers
rca_afdd6efa,2026-07-25T03:56:59.928Z,1,rca_afdd6efa,artist,Location of the band,location,rc_b9181116,rcs_b0c58b82,,https://www.lanewaymusic.com.au/southboundsnakecharmers
rca_afdd6efa,2026-07-25T03:56:59.928Z,1,rca_afdd6efa,artist,No official website URL found,officialWebsiteUrl,rc_b9181116,rcs_25d47d9a,,https://www.lanewaymusic.com.au/southboundsnakecharmers
rca_b30b5e42,2026-07-25T04:04:39.158Z,1,rca_b30b5e42,artist,The biography of The 31st was accurately extracted from the official Laneway Music page.,biography,rc_b9181116,rcs_61fb28ec,,https://www.lanewaymusic.com.au/the31st
rca_b30b5e42,2026-07-25T04:04:39.158Z,0.8,rca_b30b5e42,artist,"The genres were inferred from the description of the band's style as 'pop, rock, light, dark'.",genres,rc_b9181116,rcs_8fcc163f,,https://www.lanewaymusic.com.au/the31st
rca_b30b5e42,2026-07-25T04:04:39.158Z,1,rca_b30b5e42,artist,No hero asset image URL was found on the page.,heroAsset,rc_b9181116,rcs_57af5319,,https://www.lanewaymusic.com.au/the31st
rca_b30b5e42,2026-07-25T04:04:39.158Z,1,rca_b30b5e42,artist,The location of The 31st was explicitly mentioned as Brisbane.,location,rc_b9181116,rcs_89193430,,https://www.lanewaymusic.com.au/the31st
rca_b30b5e42,2026-07-25T04:04:39.158Z,1,rca_b30b5e42,artist,No official website URL was found on the page.,officialWebsiteUrl,rc_b9181116,rcs_ae2e7690,,https://www.lanewaymusic.com.au/the31st
rca_b3746ae3,2026-07-25T03:36:52.831Z,1,rca_b3746ae3,artist,Official biography of Degenerates from Laneway Music,biography,rc_b9181116,rcs_86670019,,https://www.lanewaymusic.com.au/degenerates
rca_b3746ae3,2026-07-25T03:36:52.831Z,1,rca_b3746ae3,artist,Genre inferred from biography,genres,rc_b9181116,rcs_104fd8ba,,https://www.lanewaymusic.com.au/degenerates
rca_b3746ae3,2026-07-25T03:36:52.831Z,1,rca_b3746ae3,artist,No hero asset image URL found,heroAsset,rc_b9181116,rcs_f6a76104,,https://www.lanewaymusic.com.au/degenerates
rca_b3746ae3,2026-07-25T03:36:52.831Z,1,rca_b3746ae3,artist,Location mentioned in biography,location,rc_b9181116,rcs_7d3de165,,https://www.lanewaymusic.com.au/degenerates
rca_b3746ae3,2026-07-25T03:36:52.831Z,1,rca_b3746ae3,artist,No official website URL found,officialWebsiteUrl,rc_b9181116,rcs_ba9a180d,,https://www.lanewaymusic.com.au/degenerates
rca_b6b4b492,2026-07-25T03:45:54.703Z,1,rca_b6b4b492,artist,The biography section on the official Laneway Music page for Lez Karski.,biography,rc_b9181116,rcs_ff390846,,https://www.lanewaymusic.com.au/les-karski
rca_b6b4b492,2026-07-25T03:45:54.703Z,1,rca_b6b4b492,artist,The genres are inferred from the text mentioning 'rhythm and blues outfits' and 'blues' related information.,genres,rc_b9181116,rcs_70415ed3,,https://www.lanewaymusic.com.au/les-karski
rca_b6b4b492,2026-07-25T03:45:54.703Z,1,rca_b6b4b492,artist,There is no hero asset image URL mentioned for Lez Karski on the page.,heroAsset,rc_b9181116,rcs_3d4059a9,,https://www.lanewaymusic.com.au/les-karski
rca_b6b4b492,2026-07-25T03:45:54.703Z,1,rca_b6b4b492,artist,The location is mentioned as Perth in the context of Lez's current band 'The Nervous Investors'.,location,rc_b9181116,rcs_4ae070de,,https://www.lanewaymusic.com.au/les-karski
rca_b6b4b492,2026-07-25T03:45:54.703Z,1,rca_b6b4b492,artist,There is no official website URL mentioned for Lez Karski on the page.,officialWebsiteUrl,rc_b9181116,rcs_d91a9a1e,,https://www.lanewaymusic.com.au/les-karski
rca_c151fb41,2026-07-25T03:48:04.687Z,1,rca_c151fb41,artist,Official biography of Madder Lake from Laneway Music,biography,rc_b9181116,rcs_ededeaa7,,https://www.lanewaymusic.com.au/madder-lake
rca_c151fb41,2026-07-25T03:48:04.687Z,1,rca_c151fb41,artist,Genre mentioned in the biography,genres,rc_b9181116,rcs_c5163f54,,https://www.lanewaymusic.com.au/madder-lake
rca_c151fb41,2026-07-25T03:48:04.687Z,1,rca_c151fb41,artist,Location mentioned in the biography,location,rc_b9181116,rcs_5d6db89b,,https://www.lanewaymusic.com.au/madder-lake
rca_c3961da1,2026-07-25T03:41:52.268Z,1,rca_c3961da1,artist,Official artist page with biography and music information,biography,rc_b9181116,rcs_af093792,,https://www.lanewaymusic.com.au/jeff-st-john
rca_c3961da1,2026-07-25T03:41:52.268Z,1,rca_c3961da1,artist,Biography mentions 'rock music' and 'rock album',genres,rc_b9181116,rcs_cf131ced,,https://www.lanewaymusic.com.au/jeff-st-john
rca_c3961da1,2026-07-25T03:41:52.268Z,1,rca_c3961da1,artist,No hero asset image URL found on the page,heroAsset,rc_b9181116,rcs_e7691ccd,,https://www.lanewaymusic.com.au/jeff-st-john
rca_c3961da1,2026-07-25T03:41:52.268Z,1,rca_c3961da1,artist,Biography mentions 'Australian rock music' and 'Australian staple',location,rc_b9181116,rcs_13d083c0,,https://www.lanewaymusic.com.au/jeff-st-john
rca_c3961da1,2026-07-25T03:41:52.268Z,1,rca_c3961da1,artist,No official website URL found on the page,officialWebsiteUrl,rc_b9181116,rcs_97dfa948,,https://www.lanewaymusic.com.au/jeff-st-john
rca_d57ce9c9,2026-07-25T04:05:52.934Z,1,rca_d57ce9c9,artist,The Rockwells began as an acoustic country rock duo featuring Ronnie Peel (aka Rockwell T. James) and Bobby Fletcher.,biography,rc_b9181116,rcs_2ced105d,,https://www.lanewaymusic.com.au/therockwells
rca_d57ce9c9,2026-07-25T04:05:52.934Z,1,rca_d57ce9c9,artist,"They created a spirited repertoire of country, blues and pop classics.",genres,rc_b9181116,rcs_439a8ffc,,https://www.lanewaymusic.com.au/therockwells
rca_d57ce9c9,2026-07-25T04:05:52.934Z,1,rca_d57ce9c9,artist,No hero asset image URL mentioned.,heroAsset,rc_b9181116,rcs_807239f6,,https://www.lanewaymusic.com.au/therockwells
rca_d57ce9c9,2026-07-25T04:05:52.934Z,1,rca_d57ce9c9,artist,No location mentioned.,location,rc_b9181116,rcs_f3b6a375,,https://www.lanewaymusic.com.au/therockwells
rca_d57ce9c9,2026-07-25T04:05:52.934Z,1,rca_d57ce9c9,artist,No official website URL mentioned.,officialWebsiteUrl,rc_b9181116,rcs_fac87af5,,https://www.lanewaymusic.com.au/therockwells
rca_e8248e08,2026-07-25T03:55:43.410Z,0,rca_e8248e08,artist,,,rc_b9181116,rcs_cff20c1e,,https://www.lanewaymusic.com.au/sevenstories
rca_effd9d86,2026-07-25T03:30:07.537Z,1,rca_effd9d86,artist,"The biography of Billy T, including formation, members, and music style.",biography,rc_b9181116,rcs_d55782b9,,https://www.lanewaymusic.com.au/billyt
rca_effd9d86,2026-07-25T03:30:07.537Z,1,rca_effd9d86,artist,"The genres of music played by Billy T, mentioned as Reggae, Soul, Funk, and Rock.",genres,rc_b9181116,rcs_db1e5c7e,,https://www.lanewaymusic.com.au/billyt
rca_effd9d86,2026-07-25T03:30:07.537Z,1,rca_effd9d86,artist,There is no hero asset image URL mentioned for Billy T.,heroAsset,rc_b9181116,rcs_9fa88656,,https://www.lanewaymusic.com.au/billyt
rca_effd9d86,2026-07-25T03:30:07.537Z,1,rca_effd9d86,artist,"The location where Billy T played, mentioned as Melbourne, and formed in Queensland.",location,rc_b9181116,rcs_8193f297,,https://www.lanewaymusic.com.au/billyt
rca_effd9d86,2026-07-25T03:30:07.537Z,1,rca_effd9d86,artist,There is no official website URL mentioned for Billy T.,officialWebsiteUrl,rc_b9181116,rcs_f60a8947,,https://www.lanewaymusic.com.au/billyt
rca_f0860652,2026-07-25T03:28:53.161Z,1,rca_f0860652,artist,Argus band history and members,biography,rc_b9181116,rcs_a1f604a0,,https://www.lanewaymusic.com.au/argus
rca_f0860652,2026-07-25T03:28:53.161Z,1,rca_f0860652,artist,garage band,genres,rc_b9181116,rcs_b895d823,,https://www.lanewaymusic.com.au/argus
rca_f0860652,2026-07-25T03:28:53.161Z,1,rca_f0860652,artist,no hero asset URL,heroAsset,rc_b9181116,rcs_0b8db0e1,,https://www.lanewaymusic.com.au/argus
rca_f0860652,2026-07-25T03:28:53.161Z,1,rca_f0860652,artist,Melbourne,location,rc_b9181116,rcs_8b35b09c,,https://www.lanewaymusic.com.au/argus
rca_f0860652,2026-07-25T03:28:53.161Z,1,rca_f0860652,artist,no official website URL,officialWebsiteUrl,rc_b9181116,rcs_0b9520fc,,https://www.lanewaymusic.com.au/argus
rca_f3bd4eba,2026-07-25T03:32:07.900Z,1,rca_f3bd4eba,artist,Official artist page providing biographical information about Charlie Marshall & The Body Electric,biography,rc_b9181116,rcs_7ea2404a,,https://www.lanewaymusic.com.au/charliemarshall-bodyelectric
rca_f3bd4eba,2026-07-25T03:32:07.900Z,0.8,rca_f3bd4eba,artist,Genres inferred from biographical text describing the band's sound,genres,rc_b9181116,rcs_01bd3eab,,https://www.lanewaymusic.com.au/charliemarshall-bodyelectric
rca_f3bd4eba,2026-07-25T03:32:07.900Z,1,rca_f3bd4eba,artist,No hero asset image URL present on the page,heroAsset,rc_b9181116,rcs_8c783ff1,,https://www.lanewaymusic.com.au/charliemarshall-bodyelectric
rca_f3bd4eba,2026-07-25T03:32:07.900Z,1,rca_f3bd4eba,artist,Location explicitly mentioned as Melbourne,location,rc_b9181116,rcs_7b7fe2e2,,https://www.lanewaymusic.com.au/charliemarshall-bodyelectric
rca_f3bd4eba,2026-07-25T03:32:07.900Z,1,rca_f3bd4eba,artist,No official website URL present on the page,officialWebsiteUrl,rc_b9181116,rcs_0a4a950a,,https://www.lanewaymusic.com.au/charliemarshall-bodyelectric
rca_f956beb0,2026-07-25T03:47:47.063Z,1,rca_f956beb0,artist,Biographical information about Love Child,biography,rc_b9181116,rcs_221f743e,,https://www.lanewaymusic.com.au/lovechild
rca_f956beb0,2026-07-25T03:47:47.063Z,1,rca_f956beb0,artist,Music genres associated with Love Child,genres,rc_b9181116,rcs_39b9cd25,,https://www.lanewaymusic.com.au/lovechild
rca_f956beb0,2026-07-25T03:47:47.063Z,1,rca_f956beb0,artist,No hero asset image URL found,heroAsset,rc_b9181116,rcs_00e3eaa3,,https://www.lanewaymusic.com.au/lovechild
rca_f956beb0,2026-07-25T03:47:47.063Z,1,rca_f956beb0,artist,City of origin for Love Child,location,rc_b9181116,rcs_e04dc3ea,,https://www.lanewaymusic.com.au/lovechild
rca_f956beb0,2026-07-25T03:47:47.063Z,1,rca_f956beb0,artist,No official website URL found,officialWebsiteUrl,rc_b9181116,rcs_bff7a74a,,https://www.lanewaymusic.com.au/lovechild
rca_f9a1726f,2026-07-25T03:54:25.025Z,1,rca_f9a1726f,artist,Biographical information about Pray TV's history and members.,biography,rc_b9181116,rcs_de038f32,,https://www.lanewaymusic.com.au/pray-tv
rca_f9a1726f,2026-07-25T03:54:25.025Z,0.5,rca_f9a1726f,artist,Genre information about Pray TV.,genres,rc_b9181116,rcs_162ed3ef,,https://www.lanewaymusic.com.au/pray-tv
rca_f9a1726f,2026-07-25T03:54:25.025Z,1,rca_f9a1726f,artist,No hero asset image URL found.,heroAsset,rc_b9181116,rcs_84562057,,https://www.lanewaymusic.com.au/pray-tv
rca_f9a1726f,2026-07-25T03:54:25.025Z,1,rca_f9a1726f,artist,Location information about Pray TV.,location,rc_b9181116,rcs_a856e300,,https://www.lanewaymusic.com.au/pray-tv
rca_f9a1726f,2026-07-25T03:54:25.025Z,1,rca_f9a1726f,artist,No official website URL found.,officialWebsiteUrl,rc_b9181116,rcs_9a54a780,,https://www.lanewaymusic.com.au/pray-tv
rca_fa034418,2026-07-25T03:46:15.191Z,1,rca_fa034418,artist,Biographical information about Lime Spiders' history and music,biography,rc_b9181116,rcs_cc534f72,,https://www.lanewaymusic.com.au/lime-spiders
rca_fa034418,2026-07-25T03:46:15.191Z,1,rca_fa034418,artist,Genre information inferred from biography,genres,rc_b9181116,rcs_8f1a8fab,,https://www.lanewaymusic.com.au/lime-spiders
rca_fa034418,2026-07-25T03:46:15.191Z,1,rca_fa034418,artist,No hero asset image URL found,heroAsset,rc_b9181116,rcs_c7246ecd,,https://www.lanewaymusic.com.au/lime-spiders
rca_fa034418,2026-07-25T03:46:15.191Z,1,rca_fa034418,artist,Location mentioned in biography,location,rc_b9181116,rcs_9ea9fe86,,https://www.lanewaymusic.com.au/lime-spiders
rca_fa034418,2026-07-25T03:46:15.191Z,1,rca_fa034418,artist,No official website URL found,officialWebsiteUrl,rc_b9181116,rcs_6b165f16,,https://www.lanewaymusic.com.au/lime-spiders
,2026-07-25T04:54:03.765Z,0.98,rc_b9181116,record_company,Laneway Music distributes iconic artists catalogue digitally around the world.,description,rc_b9181116,rcs_bf31e6fa,,https://www.lanewaymusic.com.au/
,2026-07-25T04:54:03.765Z,0.99,rc_b9181116,record_company,Official domain lanewaymusic.com.au identifies Laneway Music.,identity,rc_b9181116,rcs_a325e4da,,https://www.lanewaymusic.com.au/
