artist_id,biography,confidence_score,created_at,failure_reason,genres_json,hero_asset,location,name,official_label_profile_url,official_website_url,publication_status,record_company_id,slug,source_evidence_json,updated_at
rca_371f6aa6,"The Deadly Hume were a ripping rock band from Sydney who formed in the early 80s. Their music was varied, from gentle acoustic numbers to crunchy guitars, with stunning melodies and great lyrics. Lead singer Greg Perano was in the Hunters & Collectors. The Deadly Hume's music is now available on all digital platforms through Laneway Music.",0.99,2026-07-25T03:28:27.319Z,,"[""rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Sydney,Deadly Hume,https://www.lanewaymusic.com.au/deadlyhume,,published,rc_b9181116,deadly-hume-1ae6f1,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/deadlyhume"",""summary"":""The Deadly Hume were a ripping rock band from Sydney who formed in the early 80s. Their music was varied, from gentle acoustic numbers to crunchy guitars, with stunning melodies and great lyrics. Lead singer Greg Perano was in the Hunters & Collectors. The Deadly Hume's music is now available on all digital platforms through Laneway Music."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:22.788Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/deadlyhume"",""summary"":""The music of The Deadly Hume was somewhat varied, from gentle acoustic numbers to crunchy guitars - but always with stunning melodies and great lyrics."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:22.788Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/deadlyhume"",""summary"":""The Deadly Hume were a ripping rock band from Sydney"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:22.788Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/deadlyhume"",""summary"":""No official website URL found"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:22.788Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/deadlyhume"",""summary"":""No hero asset image URL found"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:22.788Z""}]",2026-07-25T04:54:34.143Z
rca_2ffe1642,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 90% is below 98%.,[],,,Deckchairs Overboard,https://www.lanewaymusic.com.au/deckchairs-overboard,,skipped,rc_b9181116,deckchairs-overboard-596ae8,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Deckchairs Overboard on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_b3746ae3,"Degenerates were a killer Australian rock band formed by Jamie Durrant (guitar, vocals), Julien Chick (bass) and David Klenjans (drums). They were nominated for Best New Talent at the 1992 ARIA Awards. Formed in 1987, they released their debut single 'Out of My Head' in 1989, followed by an EP and debut album 'Play Dinosaur' in 1992.",0.99,2026-07-25T03:28:27.319Z,,"[""rock""]","https://static.wixstatic.com/media/9acc25_6df5c0919f4e49c6a746af7a101479fc~mv2.jpeg/v1/fill/w_2500,h_1950,al_c/9acc25_6df5c0919f4e49c6a746af7a101479fc~mv2.jpeg",Australia,Degenerates,https://www.lanewaymusic.com.au/degenerates,,published,rc_b9181116,degenerates-eb91ea,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/degenerates"",""summary"":""Official biography of Degenerates from Laneway Music"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:52.831Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/degenerates"",""summary"":""Genre inferred from biography"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:52.831Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/degenerates"",""summary"":""Location mentioned in biography"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:52.831Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/degenerates"",""summary"":""No official website URL found"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:52.831Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/degenerates"",""summary"":""No hero asset image URL found"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:36:52.831Z""}]",2026-07-25T04:54:34.143Z
rca_5a8fcd74,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,Do Re Mi,https://www.lanewaymusic.com.au/do-re-mi,,skipped,rc_b9181116,do-re-mi-07b343,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Do Re Mi on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_65232d13,"Joey Bedlam's DollSquad formed in 2004 in Melbourne. Bedlam formed the band to dispel the myth that girls can't match it with the boys in a band. DollSquad have been through a number of lineup changes since their inception, however have forged a strong fan base, particularly in Europe, having toured that territory multiple times.",0.99,2026-07-25T03:28:27.319Z,,[],"https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Melbourne,DollSquad,https://www.lanewaymusic.com.au/dollsquad,,published,rc_b9181116,dollsquad-6a1967,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/dollsquad"",""summary"":""Official biography of DollSquad from Laneway Music website"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:37:22.791Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/dollsquad"",""summary"":""Location mentioned as Melbourne"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:37:22.791Z""}]",2026-07-25T04:54:34.143Z
rca_d2a58541,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,Draught Dodgers,https://www.lanewaymusic.com.au/draughtdodgers,,skipped,rc_b9181116,draught-dodgers-7a9ed0,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Draught Dodgers on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_47f3c3da,"The Dropbears were a popular part of the Australian music scene in the early 1980s with minor national chart hits. Formed in Darlinghurst (Sydney) in 1981 with Johnny Batchelor, Simon Rudlin and Chris Toms (Chris Cross). They had successful singles, including 'Shall We Go' in 1985, and are available to download or stream on preferred platforms.",0.99,2026-07-25T03:28:27.319Z,,[],"https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Darlinghurst (Sydney),Dropbears,https://www.lanewaymusic.com.au/dropbears,,published,rc_b9181116,dropbears-a6df8b,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/dropbears"",""summary"":""The Dropbears were a popular part of the Australian music scene in the early 1980s with minor national chart hits. Formed in Darlinghurst (Sydney) in 1981 with Johnny Batchelor, Simon Rudlin and Chris Toms (Chris Cross). They had successful singles, including 'Shall We Go' in 1985, and are available to download or stream on preferred platforms."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:37:54.021Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/dropbears"",""summary"":""The Dropbears formed in Darlinghurst (Sydney) in 1981"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:37:54.021Z""}]",2026-07-25T04:54:34.143Z
rca_5cea9e46,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 90% is below 98%.,[],,,Eduardo Miller,https://www.lanewaymusic.com.au/eduardo-miller,,skipped,rc_b9181116,eduardo-miller-6cf4fa,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Eduardo Miller on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_692ae78f,"Ekko Music is a specialist electronic label, operating as an indent label under the Laneway Music umbrella. Ekko oversees the catalogue of two artists: Puretone (Josh Abrahams) and Them Swoops.",0.99,2026-07-25T03:28:27.319Z,,"[""electronic""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",,Ekko,https://www.lanewaymusic.com.au/ekkomusic,,published,rc_b9181116,ekko-742c8d,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/ekkomusic"",""summary"":""Ekko Music is a specialist electronic label, operating as an indent label under the Laneway Music umbrella. Ekko oversees the catalogue of two artists: Puretone (Josh Abrahams) and Them Swoops."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:38:27.606Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/ekkomusic"",""summary"":""electronic music label"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:38:27.606Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/ekkomusic"",""summary"":""no location mentioned"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:38:27.606Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/ekkomusic"",""summary"":""no official website URL mentioned"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:38:27.606Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/ekkomusic"",""summary"":""no hero asset image URL mentioned"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:38:27.606Z""}]",2026-07-25T04:54:34.143Z
rca_134c4ee1,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,Electric Pandas,https://www.lanewaymusic.com.au/electric-pandas,,skipped,rc_b9181116,electric-pandas-d8de19,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Electric Pandas on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_01f22af2,"Melbourne band Fuzzrays are signed to Black Garage Records, and distributed by Laneway Music. Fuzzrays have been busy making a name for themselves in the local Melbourne garage rock scene, with their jangly, hook-heavy garage songs, which Dave Ruby Howe (Triple-J) refers to as “charmingly bent-out-of-shape indie”.",0.99,2026-07-25T03:28:27.319Z,,"[""garage rock"",""indie""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Melbourne,Fuzzrays,https://www.lanewaymusic.com.au/fuzzrays,,published,rc_b9181116,fuzzrays-f543d2,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/fuzzrays"",""summary"":""Official artist page with biography"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:39:17.729Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/fuzzrays"",""summary"":""Genres inferred from biography text"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:39:17.729Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/fuzzrays"",""summary"":""Location mentioned in biography text"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:39:17.729Z""}]",2026-07-25T04:54:34.143Z
rca_7539ae11,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,Glyn Mason,https://www.lanewaymusic.com.au/glyn-mason,,skipped,rc_b9181116,glyn-mason-32be1b,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Glyn Mason on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_92b8c150,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 90% is below 98%.,[],,,Harem Scarem,https://www.lanewaymusic.com.au/haremscarem,,skipped,rc_b9181116,harem-scarem-a08b86,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Harem Scarem on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_ad51176e,"Australian singer/songwriter Harry Carman writes and records stunning songs, ranging from brutally honest and heart-wrenching to energetic rock tracks. He's compared to artists like Passenger, Ed Sheeran, and Dean Lewis, and has shared stages with 'Art vs Science' and 'Riot After Midnight'.",0.99,2026-07-25T03:28:27.319Z,,"[""rock"",""singer-songwriter""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Harry Carman,https://www.lanewaymusic.com.au/harrycarman,,published,rc_b9181116,harry-carman-4a494a,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/harrycarman"",""summary"":""Official artist page with biography and music information"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:40:20.138Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/harrycarman"",""summary"":""Genre can be inferred from biography and music descriptions"",""confidenceScore"":0.8,""checkedAt"":""2026-07-25T03:40:20.138Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/harrycarman"",""summary"":""Artist is described as Australian"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:40:20.138Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/harrycarman"",""summary"":""No official website URL present on the page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:40:20.138Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/harrycarman"",""summary"":""No hero asset image URL present on the page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:40:20.138Z""}]",2026-07-25T04:54:34.143Z
rca_2563e4ca,"The Hot City Bump Band was formed from the vocal partnership of US artist Chuck McKinney and his wife Maggie. Chuck originally came to Australia to work in the original Australian production of the stage musical Hair, and when the production ended in 1973, the McKinneys formed the Hot City Bump Band with four local musicians. In 1975 the band released its debut album, Come Together.",0.99,2026-07-25T03:28:27.319Z,,[],"https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Hot City Bump Band,https://www.lanewaymusic.com.au/hot-city-bump-band,,published,rc_b9181116,hot-city-bump-band-057639,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/hot-city-bump-band"",""summary"":""The biography of Hot City Bump Band, including formation and debut album release."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:40:46.217Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/hot-city-bump-band"",""summary"":""The location where the band was formed and active."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:40:46.217Z""}]",2026-07-25T04:54:34.143Z
rca_37ebeeca,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 90% is below 98%.,[],,,James McCann,https://www.lanewaymusic.com.au/jamesmccann,,skipped,rc_b9181116,james-mccann-230863,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as James McCann on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_aecd3cc1,"Jeff Duff, a flamboyant and often controversial artist, has released 26 albums, including one with members of Deep Purple. He established himself in London's new wave movement in the 80s and returned to Australia in the late 80s. Duff has staged popular shows like 'Bowie Unzipped' and 'Ziggy', and has acted in Baz Lurmann's 'Gatsby'.",0.99,2026-07-25T03:28:27.319Z,,"[""rock"",""new wave"",""jazz funk"",""orchestral""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Jeff Duff,https://www.lanewaymusic.com.au/jeff-duff,,published,rc_b9181116,jeff-duff-98bd2d,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-duff"",""summary"":""The official Laneway Music page for Jeff Duff, providing a detailed biography."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:22.697Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-duff"",""summary"":""Genres mentioned in the biography, including rock, new wave, jazz funk, and orchestral."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:22.697Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-duff"",""summary"":""Location mentioned as Australia."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:22.697Z""},{""fieldName"":""confidenceScore"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-duff"",""summary"":""The biography provides a comprehensive overview of Jeff Duff's career."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:22.697Z""}]",2026-07-25T04:54:34.143Z
rca_c3961da1,"Jeff St John was an Australian rock music icon. He started delivering great music from 1967 with 'The ID', and later with 'Jeff St John & Copperwine' from 1969. His rock album 'So Good So Far' personified the 70s. After retiring from live performances, he continued to record exceptional music with a tight rock edge. Jeff passed away in March 2018, leaving a lasting musical legacy.",0.99,2026-07-25T03:28:27.319Z,,"[""rock""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Jeff St John,https://www.lanewaymusic.com.au/jeff-st-john,,published,rc_b9181116,jeff-st-john-9241ca,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-st-john"",""summary"":""Official artist page with biography and music information"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:52.268Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-st-john"",""summary"":""Biography mentions 'rock music' and 'rock album'"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:52.268Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-st-john"",""summary"":""Biography mentions 'Australian rock music' and 'Australian staple'"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:52.268Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-st-john"",""summary"":""No official website URL found on the page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:52.268Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/jeff-st-john"",""summary"":""No hero asset image URL found on the page"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:41:52.268Z""}]",2026-07-25T04:54:34.143Z
rca_36d058c0,"Jim Kelly is a leading Australian contemporary jazz and blues guitarist, composer and educator. He formed Crossfire in 1975, a celebrated jazz fusion group that toured extensively and recorded seven albums. Kelly also worked as a session player and performed with various Australian artists.",0.99,2026-07-25T03:28:27.319Z,,"[""jazz"",""blues"",""jazz fusion""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Jim Kelly/Crossfire,https://www.lanewaymusic.com.au/jimkelly-crossfire,,published,rc_b9181116,jim-kelly-crossfire-0f6966,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/jimkelly-crossfire"",""summary"":""Biographical information about Jim Kelly and Crossfire"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:42:20.310Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/jimkelly-crossfire"",""summary"":""Genres mentioned: jazz, blues, jazz fusion"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:42:20.310Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/jimkelly-crossfire"",""summary"":""Location mentioned: Australia"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:42:20.310Z""}]",2026-07-25T04:54:34.143Z
rca_6dd8c5f0,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 80% is below 98%.,[],,,Joey Amenta,https://www.lanewaymusic.com.au/joey-amenta,,skipped,rc_b9181116,joey-amenta-88bcf8,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Joey Amenta on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_9255b66a,"Sydney musician John Kennedy is a writer and performer of many fine songs. He started his music career in Brisbane in the '80's with his Elvis Costello influenced band JFK and the Cuban Crisis. After pursuing a solo career, he spent the '90's living and playing music in Berlin, Hong Kong and London before returning to Sydney's Inner West in 2000.",0.99,2026-07-25T03:28:27.319Z,,"[""Urban"",""Western""]","https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Sydney,John Kennedy,https://www.lanewaymusic.com.au/john-kennedy,,published,rc_b9181116,john-kennedy-4d8dde,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/john-kennedy"",""summary"":""Biographical information about John Kennedy's music career"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:43:04.340Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/john-kennedy"",""summary"":""Genres associated with John Kennedy's music"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:43:04.340Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/john-kennedy"",""summary"":""John Kennedy's current location"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:43:04.340Z""},{""fieldName"":""officialWebsiteUrl"",""sourceUrl"":""https://www.lanewaymusic.com.au/john-kennedy"",""summary"":""No official website URL found"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:43:04.340Z""},{""fieldName"":""heroAsset"",""sourceUrl"":""https://www.lanewaymusic.com.au/john-kennedy"",""summary"":""No hero asset image URL found"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:43:04.340Z""}]",2026-07-25T04:54:34.143Z
rca_e644a881,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 90% is below 98%.,[],,,Johnny Kannis,https://www.lanewaymusic.com.au/johnny-kannis,,skipped,rc_b9181116,johnny-kannis-a106f9,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Johnny Kannis on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_7931959f,"Josh Abrahams is one of Australia's most respected producers with an enormous catalogue of work, most notably the smash hit single 'Addicted to Bass'. He has collaborated with big names like Kylie Minogue, Amiel, and John Farnham. Abrahams co-produced 'Everybody's Free to Wear Sunscreen' and tracks in Baz Luhrmann's 'Moulin Rouge'.",0.99,2026-07-25T03:28:27.319Z,,[],"https://static.wixstatic.com/media/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png/v1/fit/w_2500,h_1330,al_c/9acc25_e7a33bd9f61f43bc96684220d1f0753f.png",Australia,Josh Abrahams,https://www.lanewaymusic.com.au/joshabrahams,,published,rc_b9181116,josh-abrahams-042761,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/joshabrahams"",""summary"":""Official artist page with biography and career highlights"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:43:52.820Z""},{""fieldName"":""location"",""sourceUrl"":""https://www.lanewaymusic.com.au/joshabrahams"",""summary"":""Artist described as 'one of Australia's most respected producers'"",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:43:52.820Z""}]",2026-07-25T04:54:34.143Z
rca_ef015701,,0.99,2026-07-25T03:28:27.319Z,Identity confidence 90% is below 98%.,[],,,Kent Steedman,https://www.lanewaymusic.com.au/kentsteedman,,skipped,rc_b9181116,kent-steedman-3bbf71,"[{""fieldName"":""roster_membership"",""sourceUrl"":""https://www.lanewaymusic.com.au/"",""summary"":""Listed as Kent Steedman on the official roster."",""confidenceScore"":0.99,""checkedAt"":""2026-07-25T03:28:27.319Z""}]",2026-07-25T04:54:34.143Z
rca_1979d6e6,"Kerry Ian McKenna is most notable for his time in Australian progressive rock band Madder Lake, famous for the smash hit 12lb Toothbrush. Since that time, Kerry has continued to play live with Madder Lake, and has released a number of impressive solo albums, available digitally to download or stream through Laneway Music.",0.99,2026-07-25T03:28:27.319Z,,"[""progressive rock""]","https://static.wixstatic.com/media/9acc25_31c419fa9fbe4ae2aeedbb186953f248~mv2.jpg/v1/fill/w_205,h_246,al_c/9acc25_31c419fa9fbe4ae2aeedbb186953f248~mv2.jpg",,Kerry Ian McKenna,https://www.lanewaymusic.com.au/kerry-ian-mckenna,,published,rc_b9181116,kerry-ian-mckenna-42347e,"[{""fieldName"":""biography"",""sourceUrl"":""https://www.lanewaymusic.com.au/kerry-ian-mckenna"",""summary"":""Biographical information about Kerry Ian McKenna, including his involvement with Madder Lake and solo albums."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:44:32.269Z""},{""fieldName"":""genres"",""sourceUrl"":""https://www.lanewaymusic.com.au/kerry-ian-mckenna"",""summary"":""Genre information about Kerry Ian McKenna, specifically progressive rock."",""confidenceScore"":1,""checkedAt"":""2026-07-25T03:44:32.269Z""}]",2026-07-25T04:54:34.143Z
