Record ID,Band Name,Factory Status,Confidence,Official YouTube Channel,Most Popular Verified Video Title,Most Popular Verified Video URL,Selection Basis,Verified At,Permanent URL,Edition ID,QR Poster Variant,Failure / Omission Reason
JBX-WD-Q1543521,Sneaky Sound System,configured,100,https://www.youtube.com/channel/UCDzfrn4naL1oNizS5Gst1cQ,Really Want To See You Again,https://www.youtube.com/watch?v=Wmu_f33matw,most-viewed-official,2026-08-03T11:32:54.218Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_1f2a28ff05,dc_1f2a28ff05,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-2dd74f5f requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q1888386,Mammoth Mammoth,configured,100,https://www.youtube.com/@MAMMOTHMAMMOTHOFFICIAL,MAMMOTH MAMMOTH - RICK AND MACCA LISTENING TO VOLUME VI - WARTS N ALL (LIVE),https://www.youtube.com/watch?v=LEl4IZ8lcXo,most-viewed-official,2026-08-03T11:24:00.704Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_b48d910afb,dc_b48d910afb,aggits-character-poster/1,
JBX-WD-Q2103520,Pond,configured,100,https://www.youtube.com/channel/UC740AuHpQa5nAo4S7yezzkg,Pond - Terrestrials Full Album (Official Audio),https://www.youtube.com/watch?v=_AC05n_k6JI,most-viewed-official,2026-08-03T11:24:08.654Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_929391308b,dc_929391308b,aggits-character-poster/1,
JBX-WD-Q1618844,Hilltop Hoods,rejected,90,https://www.youtube.com/channel/UC3MvNfKIhwubtPr2LMOFSZA,Hilltop Hoods - Fall From The Light ft. Nyassa (Official Video),https://www.youtube.com/watch?v=kK9fljqwz-Q,most-viewed-official,2026-08-03T11:52:42.650Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q2000851,The Avalanches,configured,100,https://www.youtube.com/user/avalanchesofficial,The Avalanches - Blue Shadows ft. Karen O,https://www.youtube.com/watch?v=x3yo95DVgTc,most-viewed-official,2026-08-03T11:24:08.250Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_45e81d29f4,dc_45e81d29f4,aggits-character-poster/1,
JBX-WD-Q1445071,Newsboys,configured,100,https://www.youtube.com/user/newsboystv,Newsboys - New Name (Audio),https://www.youtube.com/watch?v=ixWGyUpG4Sg,most-viewed-official,2026-08-03T11:52:44.716Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_fd251af95f,dc_fd251af95f,aggits-character-poster/1,
JBX-WD-Q1590496,Yothu Yindi,rejected,90,https://www.youtube.com/channel/UCCZdwusV2ScYxyWHy2FwuBw,Yothu Yindi - Dots on the Shells,https://www.youtube.com/watch?v=rhAv1IvJAFM,most-viewed-official,2026-08-03T11:52:49.748Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q2129943,Miami Horror,configured,100,https://www.youtube.com/channel/UCi6npYM3xgDR-ohvXeDtIPw,Miami Horror - Remember ft. Tim Ayre (Official Live Video),https://www.youtube.com/watch?v=c3v-qsRhS1Y,most-viewed-official,2026-08-03T11:33:05.724Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_e84f719c88,dc_e84f719c88,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-02ac1a4a requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q1180813,Dead Letter Circus,configured,100,https://www.youtube.com/user/DEADLETTERCIRCUSTV,Dead Letter Circus - 'Home' (Official Audio),https://www.youtube.com/watch?v=Apyiet_pSjQ,most-viewed-official,2026-08-03T11:33:04.274Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_be88a39b9b,dc_be88a39b9b,aggits-character-poster/1,"node:internal/fs/promises:637
  return new FileHandle(await PromisePrototypeThen(
                        ^

Error: UNKNOWN: unknown error, open 'C:\Users\andre\Documents\Codex\2026-07-26\https-deep-cuts-andrewharris501-workers-dev\platform.json'
    at async open (node:internal/fs/promises:637:25)
    at async Object.writeFile (node:internal/fs/promises:1239:14)
    at async file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:136:1 {
  errno: -4094,
  code: 'UNKNOWN',
  syscall: 'open',
  path: 'C:\\Users\\andre\\Documents\\Codex\\2026-07-26\\https-deep-cuts-andrewharris501-workers-dev\\platform.json'
}

Node.js v24.14.0"
JBX-WD-Q1898365,TISM,rejected,74,https://www.youtube.com/channel/UC7qw0Ps2BwboL1nfNC3bibA,TISM - On Behalf Of TISM I Would Like To Concede We Have Lost The Election,https://www.youtube.com/watch?v=PbPpSVUIxeg,most-viewed-official,2026-08-03T11:52:53.242Z,,,,A concise biography could not be extracted from an identity-verified official source. | At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q1517846,Operator Please,configured,100,https://www.youtube.com/channel/UCGNas1NDgT_6Ly7hfboRhzQ,OPERATOR PLEASE - BIG DAY OUT 2011- ADELAIDE,https://www.youtube.com/watch?v=QNUn2XGoVKI,most-viewed-official,2026-08-03T11:24:41.443Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_ab58ce9489,dc_ab58ce9489,aggits-character-poster/1,
JBX-WD-Q1141426,Empire of the Sun,configured,100,https://www.youtube.com/channel/UCyacMWc-JhzX6iq2PCF-4jw,Empire Of The Sun - Chapter 3: The Beginning,https://www.youtube.com/watch?v=D2KUK3P8_Y0,most-viewed-official,2026-08-03T11:52:53.384Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_8517649a4b,dc_8517649a4b,aggits-character-poster/1,
JBX-WD-Q2121729,The Amenta,configured,100,https://www.youtube.com/user/theamenta/,"The Amenta - ""Sekem"", live at Crowbar, Sydney. May 9th, 2026 ( Pro Shot Video)",https://www.youtube.com/watch?v=A6SEkwMv4ig,most-viewed-official,2026-08-03T11:24:33.108Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_60121e87bd,dc_60121e87bd,aggits-character-poster/1,
JBX-WD-Q1367820,Eskimo Joe,configured,100,https://www.youtube.com/channel/UC_u6lT3KKqi-G6dxbUcpSEQ,"Eskimo Joe - Black Fingernails, Red Wine (Alternate Official Music Video)",https://www.youtube.com/watch?v=x-uyBbS7ykw,most-viewed-official,2026-08-03T11:24:43.367Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_3fb64cab96,dc_3fb64cab96,aggits-character-poster/1,
JBX-WD-Q1442656,John Butler Trio,rejected,64,,,,,2026-08-03T11:52:52.672Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q1474932,Little River Band,configured,100,https://www.youtube.com/channel/UC5G7TEx54qe73K_I9q5ZUZQ,Little River Band - Soul Full of Sunshine ft. Randy Houser (Lyric Video),https://www.youtube.com/watch?v=HHP8_UOyLKg,most-viewed-official,2026-08-03T11:24:52.027Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_ff71ec4a82,dc_ff71ec4a82,aggits-character-poster/1,
JBX-WD-Q1420529,The Butterfly Effect,configured,100,https://www.youtube.com/channel/UCMhmI-gdbUVymiAgCmpqSXw,The Butterfly Effect - Consequence (Live In Brisbane),https://www.youtube.com/watch?v=tcQcknh7Jhk,most-viewed-official,2026-08-03T11:24:51.957Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_3ce4bcadbb,dc_3ce4bcadbb,aggits-character-poster/1,
JBX-WD-Q1764491,The Amity Affliction,configured,100,https://www.youtube.com/channel/UCW5bPOVKOxDBNlIQBacw6Ow,The Amity Affliction - Recording 'House of Cards' (Part 3),https://www.youtube.com/watch?v=2tHAcwNm8f4,most-viewed-official,2026-08-03T11:24:56.280Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_b8a5a59a65,dc_b8a5a59a65,aggits-character-poster/1,
JBX-WD-Q1164628,Sick Puppies,configured,100,https://www.youtube.com/user/sickpuppies1,Sick Puppies - HALFWAY HOME (OFFICIAL VISUALIZER),https://www.youtube.com/watch?v=f-4cfgXTiz4,most-viewed-official,2026-08-03T11:25:02.998Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_d08b8b28b3,dc_d08b8b28b3,aggits-character-poster/1,
JBX-WD-Q1128045,Crowded House,configured,100,https://www.youtube.com/channel/UCaY4Qzbi0DVPX-c5Pvf-yxg,Introducing Private Universe,https://www.youtube.com/watch?v=HriFtNDC-8E,most-viewed-official,2026-08-03T11:33:04.394Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_34451b60b3,dc_34451b60b3,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-28e38f81 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q1632042,Howling Bells,configured,100,https://www.youtube.com/channel/UCBu8tkqEeOxKTAa53jz4eDw,The Night Is Young - Bedroom Demo/2003,https://www.youtube.com/watch?v=lEpAUuSFy24,most-viewed-official,2026-08-03T11:33:16.508Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_c92dad74b8,dc_c92dad74b8,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-7e66e9ff requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q1780510,Pseudo Echo,rejected,90,https://www.youtube.com/channel/UCEhbWk4sB9yJNFiiUQJAXzA,Pseudo Echo - Funkytown (Official Video),https://www.youtube.com/watch?v=uE-itlGNap4,most-viewed-official,2026-08-03T11:53:00.881Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q1107765,Cold Chisel,configured,100,https://www.youtube.com/channel/UCZW5rgF90OnAgNhLh52YHeQ,Cold Chisel - The Things I love In You (Offical Video),https://www.youtube.com/watch?v=pJzPn4wlbZw,most-viewed-official,2026-08-03T11:45:16.048Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_dedb317397,dc_dedb317397,aggits-character-poster/1,
JBX-WD-Q4820403,Augie March,configured,100,https://www.youtube.com/user/augiemarch,Augie March - Every Song a Miracle (Lyric Video),https://www.youtube.com/watch?v=yvZgXu8LmFc,most-viewed-official,2026-08-03T11:25:24.540Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_09e7cac126,dc_09e7cac126,aggits-character-poster/1,
JBX-WD-Q4641147,5 Seconds of Summer,rejected,70,,,,,2026-08-03T11:53:05.037Z,,,,The most-viewed embeddable video on the verified official YouTube channel could not be proved. | At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q4875428,Be'lakor,configured,100,https://www.youtube.com/user/belakorband,BE'LAKOR: North America 2025 - Tour Trailer,https://www.youtube.com/watch?v=8fBoQBoO23I,most-viewed-official,2026-08-03T11:33:15.139Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_eaaa4ca02a,dc_eaaa4ca02a,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-a5779993 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q4411699,Boy & Bear,configured,100,https://www.youtube.com/channel/UClnDLRF8MBjl3o16JO73A4A,Boy & Bear - Love Has Been Too Good To Me (Official Visualiser),https://www.youtube.com/watch?v=_TlroEpZt18,most-viewed-official,2026-08-03T11:45:25.444Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_f99afdac0a,dc_f99afdac0a,aggits-character-poster/1,
JBX-WD-Q4035202,Bliss n Eso,configured,100,https://www.youtube.com/channel/UCwgWa8z08e4LYg15C0woAkA,Behind The Bars with Bliss n Eso — Take Me Higher,https://www.youtube.com/watch?v=fSyfBa91tOY,most-viewed-official,2026-08-03T11:25:33.127Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_390ba8c782,dc_390ba8c782,aggits-character-poster/1,
JBX-WD-Q4642271,67 Special,configured,100,https://www.youtube.com/channel/UC4IvBdpV1s2sRnPNuRRezsg,Sold Your Little Sister for a Red Motor Car,https://www.youtube.com/watch?v=8YhfBsvneVo,most-viewed-official,2026-08-03T11:25:40.653Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_d4f8e7527d,dc_d4f8e7527d,aggits-character-poster/1,
JBX-WD-Q4728979,All India Radio,configured,100,https://www.youtube.com/@allindiaradioband,Writing a new song and it feels very Pink Floyd-ish!,https://www.youtube.com/watch?v=o50suaeGdy0,most-viewed-official,2026-08-03T11:25:43.293Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_37af872e87,dc_37af872e87,aggits-character-poster/1,
JBX-WD-Q4797282,Art vs. Science,configured,100,https://www.youtube.com/channel/UCESnBKrueJLr3-o1gpG3evQ,Art Vs Science - Powder (Official Video),https://www.youtube.com/watch?v=nuBgPEvK6g8,most-viewed-official,2026-08-03T11:53:01.788Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_f73f0ede22,dc_f73f0ede22,aggits-character-poster/1,
JBX-WD-Q4816806,Atlas Genius,configured,100,https://www.youtube.com/channel/UCQMGO_YpzXNAmsg4QK6zjGg,Atlas Genius & Robert DeLong Tour,https://www.youtube.com/watch?v=rB9RS3q4ah4,most-viewed-official,2026-08-03T11:33:14.219Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_7374b0bdca,dc_7374b0bdca,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-a4c6e704 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q4851208,Ball Park Music,configured,100,https://www.youtube.com/channel/UCHJA95ntm2cOro8BU4xgJiA,WORLD BEHIND YOUR EYES - The Making of Like Love - EP 4 “Overwhelming”,https://www.youtube.com/watch?v=lyuQ8vxWnoY,most-viewed-official,2026-08-03T11:25:53.205Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_1d2f48f205,dc_1d2f48f205,aggits-character-poster/1,
JBX-WD-Q4797237,Art of Fighting,configured,100,https://www.youtube.com/channel/UCRuJaa8xjeK8Xb1MEVzHRWw/,Art of Fighting - Conjuror,https://www.youtube.com/watch?v=9-Nl-27L9SU,most-viewed-official,2026-08-03T11:33:22.562Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_5161f4fcee,dc_5161f4fcee,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-db1fe181 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q6678880,Lord,rejected,54,,,,,2026-08-03T11:53:15.690Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved. | At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q6494315,Last Dinosaurs,configured,100,https://www.youtube.com/@LastDinosaurs,Last Dinosaurs - Take Your Time (OFFICIAL LIVE PERFORMANCE),https://www.youtube.com/watch?v=DBzPgYzA5SE,most-viewed-official,2026-08-03T11:26:15.430Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_c7f4777c19,dc_c7f4777c19,aggits-character-poster/1,
JBX-WD-Q6723662,Machine Gun Fellatio,rejected,90,https://www.youtube.com/channel/UCrda_YK4AdTAFCNzKyfTkPQ,Hollywood,https://www.youtube.com/watch?v=tOoNb-TseFo,most-viewed-official,2026-08-03T11:53:09.944Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q6429679,Konqistador,configured,100,https://www.youtube.com/channel/UCcKomgj5Uzixc1n42s_0j9Q,"Konqistador | Hey Man, Nice Shot [Filter Cover] | OFFICIAL VIDEO",https://www.youtube.com/watch?v=eQPmwgXBvP4,most-viewed-official,2026-08-03T11:26:15.498Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_739d55b931,dc_739d55b931,aggits-character-poster/1,
JBX-WD-Q6045802,Northeast Party House,configured,100,https://www.youtube.com/channel/UCn76h7oi2vtLqqnJ1voB_xw,Heads Will Roll - Live @ The Forum,https://www.youtube.com/watch?v=1RGhJBz3PBE,most-viewed-official,2026-08-03T11:45:42.105Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_32b11822fe,dc_32b11822fe,aggits-character-poster/1,
JBX-WD-Q2246721,Hard-Ons,rejected,64,,,,,2026-08-03T11:53:20.787Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q4951639,Boxcar,configured,100,https://www.youtube.com/channel/UCYUh7jqIqSQvY7eoAHVAVGg,"Boxcar Bytes presents ""9Lives for Cherry Audio Octave Cat"" (v2.0)",https://www.youtube.com/watch?v=yth2rhx0RE4,most-viewed-official,2026-08-03T11:53:20.580Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_e8324accf9,dc_e8324accf9,aggits-character-poster/1,
JBX-WD-Q4970092,British India,rejected,64,,,,,2026-08-03T11:53:20.009Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q4982557,Buchanan,configured,100,https://www.youtube.com/user/buchananofficial,Buchanan - Hold Off,https://www.youtube.com/watch?v=GVrTuq-hUOk,most-viewed-official,2026-08-03T11:26:37.250Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_3cbcecbf7e,dc_3cbcecbf7e,aggits-character-poster/1,
JBX-WD-Q5949369,Husky,configured,100,https://www.youtube.com/channel/UC_M1aJ2RvGfS2vYZX_QmN4Q,Forever So Anniversary Tour,https://www.youtube.com/watch?v=CrwqEhLQL6g,most-viewed-official,2026-08-03T11:26:37.668Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_9d8d788a17,dc_9d8d788a17,aggits-character-poster/1,
JBX-WD-Q5636130,HTRK,configured,100,https://www.youtube.com/channel/UCzY6kSkMsg5Cgy88hHBG_vg,HTRK Poison (unofficial),https://www.youtube.com/watch?v=cKVrwBOtryM,most-viewed-official,2026-08-03T11:26:45.787Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_e94b1a4c21,dc_e94b1a4c21,aggits-character-poster/1,
JBX-WD-Q2278773,Mournful Congregation,rejected,64,,,,,2026-08-03T11:53:28.291Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q2234960,Hungry Kids of Hungary,rejected,64,,,,,2026-08-03T11:53:26.180Z,,,,A concise biography could not be extracted from an identity-verified official source. | The most-viewed embeddable video on the verified official YouTube channel could not be proved.
JBX-WD-Q2154972,Violent Soho,configured,100,https://www.youtube.com/user/ViolentSoho4122,Lay Me Down (Official Audio),https://www.youtube.com/watch?v=z5A247tsiHg,most-viewed-official,2026-08-03T11:26:55.191Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_876c0b3cc3,dc_876c0b3cc3,aggits-character-poster/1,
JBX-WD-Q5750135,Hi-5,rejected,90,https://www.youtube.com/channel/UCdVou-K8PKJIHPbqM3CzmAA,Hi-5 House Ep 42 - Christmas (2016),https://www.youtube.com/watch?v=ZHbT1iJOh20,most-viewed-official,2026-08-03T11:53:30.755Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q4930371,Bluejuice,rejected,90,https://www.youtube.com/channel/UCuujTG4sk7_uLw98bImZ_Yg,Movies,https://www.youtube.com/watch?v=3RY94bv6_rY,most-viewed-official,2026-08-03T11:53:33.688Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q7059558,Northlane,configured,100,https://www.youtube.com/channel/UCDzB7hPwj9qoL_bKEb2atFw,Northlane - CUT_it [Official Music Video],https://www.youtube.com/watch?v=1eP9aoe2F6E,most-viewed-official,2026-08-03T11:27:00.543Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_4f0b9f6406,dc_4f0b9f6406,aggits-character-poster/1,
JBX-WD-Q7438916,Screamfeeder,configured,100,https://www.youtube.com/user/ScreamfeederOfficial,Screamfeeder - Wrote You Off - 2024 - feat. Adalita,https://www.youtube.com/watch?v=yfVWpmmEzqU,most-viewed-official,2026-08-03T11:33:26.849Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_c0ee14333b,dc_c0ee14333b,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-9f186c53 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q7309724,Regurgitator,configured,100,https://www.youtube.com/channel/UCdP626huAIxuTosGS-gpMtQ,COCAINE RUNAWAY,https://www.youtube.com/watch?v=8gvREi0Txpg,most-viewed-official,2026-08-03T11:33:25.400Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_29ea5bd281,dc_29ea5bd281,aggits-character-poster/1,"file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280
    if(item.kind==='show'&&(!item.dateLabel||!item.venue))throw new Error(`JookBox show ${item.id||'unknown'} requires a verified date label and venue.`);
                                                                ^

Error: JookBox show show-cf830239 requires a verified date label and venue.
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:280:65
    at Array.map (<anonymous>)
    at validateJookBoxSelections (file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:260:21)
    at file:///C:/Users/andre/Documents/Codex/2026-07-26/https-deep-cuts-andrewharris501-workers-dev/scripts/create-edition.mjs:45:20

Node.js v24.14.0"
JBX-WD-Q7130823,Panel of Judges,rejected,90,https://www.youtube.com/channel/UCwAPSip2ymHE0vxwGS0Zn0g,Bugles on the Moon,https://www.youtube.com/watch?v=-OnfE8WDkzE,most-viewed-official,2026-08-03T11:53:34.804Z,,,,At least four direct destinations must reach the mandatory 98% confidence gate for the locked six-key JookBox.
JBX-WD-Q7445785,Seeker Lover Keeper,configured,100,https://www.youtube.com/channel/UC48CLpdNovPkG8xYZMMF9Bg,Seeker Lover Keeper - Superstar (Official Video),https://www.youtube.com/watch?v=kdEfbLollr0,most-viewed-official,2026-08-03T11:46:11.600Z,https://deep-cuts.andrewharris501.workers.dev/e/dc_c18886f768,dc_c18886f768,aggits-character-poster/1,
